Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,1225.4450695161624,1225.4820814619457,1224.855882413278,1225.449765510836,1225.449765510836,3026580
2022-01-04,1224.394386599759,1226.2449620904556,1225.5959681017766,1225.9651985832866,1225.9651985832866,1708754
2022-01-05,1227.91890819223,1226.8502661379034,1225.9847914448123,1226.439059417031,1226.439059417031,4034735
2022-01-06,1228.2042838215682,1228.4102914223204,1227.258906422359,1227.8075095402971,1227.8075095402971,4313020
2022-01-07,1225.1074316343131,1227.161640338994,1226.3417607165898,1226.8906826964787,1226.8906826964787,3007954
2022-01-10,1226.523401055799,1226.8997206414297,1226.5648050538755,1226.766535516206,1226.766535516206,1144931
2022-01-11,1225.0827960128272,1224.8317730060603,1224.0710010785815,1224.7555726264611,1224.7555726264611,2492252
2022-01-12,1224.7693445031705,1225.2033010286332,1224.1749010902552,1224.2627692014978,1224.2627692014978,3259643
2022-01-13,1224.527744157619,1225.0719880096387,1224.5165241784584,1224.6553489519004,1224.6553489519004,4526737
2022-01-14,1224.0677550909184,1224.3073269061504,1223.723453385555,1223.7261642849696,1223.7261642849696,1401921
2022-01-17,1225.9248823094154,1224.725172649021,1223.6893000330438,1223.8059960971857,1223.8059960971857,3008960
2022-01-18,1225.193016351,1223.7292280155636,1223.1733133944765,1223.6464795955285,1223.6464795955285,1260910
2022-01-19,1222.7191823769615,1224.5453629080662,1223.0625995410846,1223.6687014221404,1223.6687014221404,4168964
2022-01-20,1222.644011176974,1223.792496381081,1222.4466190585704,1223.240908508537,1223.240908508537,1087955
2022-01-21,1222.5978870985086,1222.8739253594558,1222.6023918482051,1222.7090910983188,1222.7090910983188,4886602
2022-01-24,1220.8425461623758,1223.0028707131328,1221.7408881365309,1222.5916155965474,1222.5916155965474,3724585
2022-01-25,1221.472291000166,1223.5912967818474,1222.0677199725635,1222.8136944981122,1222.8136944981122,4816446
2022-01-26,1220.4240233752255,1222.5260880780354,1221.6371997032331,1222.045717996169,1222.045717996169,4376513
2022-01-27,1221.040462625731,1223.1734686492214,1221.255244531456,1222.1881825985558,1222.1881825985558,4240642
2022-01-28,1223.5431332424746,1222.530269384266,1221.1626009378706,1222.153530414328,1222.153530414328,2937878
2022-01-31,1222.432629160951,1224.0374479798068,1223.0828678697774,1223.2878696798307,1223.2878696798307,1207990
2022-02-01,1222.156062372591,1223.576113580505,1222.8038955465624,1223.1831241315265,1223.1831241315265,3085259
2022-02-02,1223.5408389409058,1223.487165501103,1221.7315518568066,1222.6580012803963,1222.6580012803963,3475539
2022-02-03,1224.1214681656595,1225.1398540209211,1223.8491760010045,1224.5707725517557,1224.5707725517557,1538884
2022-02-04,1222.962692405198,1222.6075647656153,1222.4959582920612,1222.5440529360253,1222.5440529360253,2999652
2022-02-07,1222.9352972982238,1223.7002984152232,1222.8819620658358,1223.6634765475872,1223.6634765475872,1996261
2022-02-08,1222.6407812130956,1224.5765213009029,1223.6147282949248,1224.4426691821022,1224.4426691821022,2705215
2022-02-09,1223.8092885032504,1223.3552433905793,1222.591069500987,1223.3415714257524,1223.3415714257524,2242845
2022-02-10,1222.9203656755587,1224.5471586800018,1223.6722624887298,1224.4717996196491,1224.4717996196491,2946504
2022-02-11,1224.3344253148014,1225.5366329315475,1224.019785857686,1224.8449185343788,1224.8449185343788,3489569
2022-02-14,1223.7254944487704,1224.9927918588437,1224.272040597026,1224.4584455838142,1224.4584455838142,4077172
2022-02-15,1223.4950218144363,1224.0495860913593,1223.0639835958243,1223.2996753418893,1223.2996753418893,3235307
2022-02-16,1223.3098432708955,1224.7789539209275,1223.23202960495,1223.8657881686702,1223.8657881686702,4266402
2022-02-17,1223.0335998898297,1223.746484250619,1222.253468587831,1223.1613347182936,1223.1613347182936,1906739
2022-02-18,1220.222838342034,1222.509516258543,1221.4671988321747,1221.7833954144712,1221.7833954144712,4927545
