Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,402.8726163057353,405.43601237495074,403.963995405924,404.8039931665283,404.8039931665283,2384525
2022-01-04,404.0116158381883,403.8674781036216,402.8020440086213,403.14136684427694,403.14136684427694,2379087
2022-01-05,401.4392208021831,402.1030790605108,401.0272185407303,401.7361176535037,401.7361176535037,4517778
2022-01-06,401.7691899821804,401.8475550419759,400.7065439921872,401.7003279675653,401.7003279675653,4525281
2022-01-07,402.7001143274091,403.0841157818394,402.5629058566824,402.8775347656176,402.8775347656176,1863787
2022-01-10,402.1593589489167,403.8281549250736,402.840870913609,403.51488844849297,403.51488844849297,1116220
2022-01-11,404.3393945242261,404.61121273235534,403.1308294478507,403.9751443120031,403.9751443120031,1221421
2022-01-12,405.51074773003415,405.68256924800977,404.36848111557,405.2842886989207,405.2842886989207,1349317
2022-01-13,404.13827076848696,404.5708743093019,403.8461269204617,404.5640596114018,404.5640596114018,1788428
2022-01-14,405.0542601312218,405.1065615164268,404.29954640794216,404.5831543313593,404.5831543313593,4921087
2022-01-17,402.6887726637336,404.98428560306434,403.736490059588,404.0627722111569,404.0627722111569,3927971
2022-01-18,403.5223136998218,404.6033940867136,403.7705584435809,403.7913164757049,403.7913164757049,2032469
2022-01-19,402.8111745943152,403.610258492639,402.02416114370783,402.78504712137936,402.78504712137936,4148817
2022-01-20,400.70614341781055,403.23612906755176,402.3983314438837,402.4410710499456,402.4410710499456,3982411
2022-01-21,402.35625887286415,402.7370863093106,401.5487031290974,402.4133554837002,402.4133554837002,2331379
2022-01-24,402.77552913052,402.807077817593,401.9232233693641,402.04188398383866,402.04188398383866,2355898
2022-01-25,401.577591556782,402.023983838636,401.70894596868885,401.8808224808248,401.8808224808248,4658997
2022-01-26,402.2517481217477,402.943579171538,401.8093365534298,402.285863024262,402.285863024262,3717405
2022-01-27,404.0869028325606,404.1661273600114,402.7866783781577,403.5245587933264,403.5245587933264,3702708
2022-01-28,404.4479145525728,404.8612844605288,404.69671245624,404.835714661439,404.835714661439,1347186
2022-01-31,405.2993390292917,406.3851065624269,405.1570653537695,405.597136428836,405.597136428836,2417191
2022-02-01,403.1604514358653,405.2404030554928,403.8543036759876,404.3371549503977,404.3371549503977,4347526
2022-02-02,403.9618081875071,404.2441602433,403.76445932315926,403.97674496482784,403.97674496482784,4477983
2022-02-03,403.3676114505104,404.5148506583014,403.5869015574346,403.7024599341152,403.7024599341152,1237103
2022-02-04,403.54439989838,403.1277160751886,402.208889180341,403.0453101033266,403.0453101033266,4914770
2022-02-07,403.9511212365395,403.9876291406173,402.8851956325935,403.38766128235625,403.38766128235625,1689925
2022-02-08,402.5845418280877,402.2789796544091,401.7789515530907,401.7933327890749,401.7933327890749,3186394
2022-02-09,402.978638907708,404.0328227919121,402.683917957294,403.4868992586031,403.4868992586031,4521076
2022-02-10,402.50553884450073,405.6083251320092,403.7013261247103,404.6821199301248,404.6821199301248,2047146
2022-02-11,405.90196193849135,406.0316374392734,404.5543959966123,405.16032219202657,405.16032219202657,2202532
2022-02-14,405.5293338262038,405.8832965193461,404.5945044750223,405.0982128621064,405.0982128621064,2852207
2022-02-15,405.6917605524929,406.60075061485736,405.448636294134,406.32705215717897,406.32705215717897,3681478
2022-02-16,407.57139729352656,407.9282757226453,406.0639403042746,407.0164570939592,407.0164570939592,4727802
2022-02-17,406.67450507566105,408.2206025706412,407.3685579622749,408.1230948781773,408.1230948781773,3993220
2022-02-18,409.0942830087878,408.9173720124763,407.6185898661832,408.0640427959175,408.0640427959175,1760330
2022-02-21,409.5197313299876,410.1815159541353,409.2611344824502,409.8533558817816,409.8533558817816,3932878
2022-02-22,410.1913161444666,411.0740160691335,410.3193083924536,411.0202437574715,411.0202437574715,3830527
2022-02-23,410.90807849666857,412.19913703714815,411.3355064819056,411.5297800529074,411.5297800529074,3262402
2022-02-24,412.55426798733833,413.0170329016545,412.33855194112215,412.78575297333856,412.78575297333856,2978745
2022-02-25,412.35457895820514,412.6101621573692,411.5367697667873,412.3665910315046,412.3665910315046,3619972
2022-02-28,411.247370952557,411.5051378383864,410.5443653236591,411.1990906721576,411.1990906721576,3359830
2022-03-01,411.091033741247,411.5843259527076,411.10943711799325,411.5206411852051,411.5206411852051,1822564
2022-03-02,411.66379031285305,411.6406778835898,410.80018820537686,411.4635507393916,411.4635507393916,3395406
2022-03-03,411.2741126714474,411.2709730246995,411.1476109850415,411.265833397114,411.265833397114,4859842
2022-03-04,411.83457244088896,412.9275549575692,412.0806478258985,412.4821454364634,412.4821454364634,1850012
2022-03-07,411.85109402525273,412.7335400270919,411.8561561117109,412.649284649674,412.649284649674,2464261
2022-03-08,413.5212192661043,413.5955063282537,412.69234493607286,412.9128537232095,412.9128537232095,4471888
2022-03-09,413.1101272004533,412.82142401564704,412.399839656898,412.5858011644554,412.5858011644554,3143385
2022-03-10,413.5240606588962,414.41049844777007,412.5161056438185,413.4669243037349,413.4669243037349,3068884
2022-03-11,415.092995551033,415.0400517124415,413.9589024554566,414.1688000850429,414.1688000850429,4343508
2022-03-14,413.0811321057695,415.3319006569053,414.7815411822869,415.0424597619371,415.0424597619371,3548600
2022-03-15,413.98080115379423,415.3284112499576,413.5755798563966,414.5451957953009,414.5451957953009,1748810
2022-03-16,414.6929671430133,416.6525291600127,415.1145756850829,415.8492842553479,415.8492842553479,2003941
2022-03-17,419.9443249442522,418.6746157932287,416.9884561460908,417.6880526791143,417.6880526791143,3203463
2022-03-18,419.243310896835,419.12793106328473,417.6771646925844,418.530091076439,418.530091076439,4704425
2022-03-21,417.6417408055365,417.8027685238384,417.604979706958,417.7208027891948,417.7208027891948,4916247
2022-03-22,417.7035910838047,417.5654377338849,416.21264426837854,416.9186005049585,416.9186005049585,2985404
2022-03-23,417.65949921312057,417.1682032977415,416.0395349400372,416.5432235493655,416.5432235493655,4547682
2022-03-24,417.084478026871,416.6171969127674,415.1496956950628,415.9788463353469,415.9788463353469,3593398
2022-03-25,416.82945719476,416.21489935776384,415.39961199099446,415.9077537096596,415.9077537096596,2859062
