Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,121.9902245993697,121.76418591652316,120.99061745100288,121.28568980026719,121.28568980026719,1040149
2022-01-04,121.70873383150955,120.99952471832819,119.92011155618195,120.21896869144098,120.21896869144098,1348844
2022-01-05,119.21723905087345,120.40596269718444,119.9952815804864,120.10233875904059,120.10233875904059,4828614
2022-01-06,120.8363296549413,119.69094085791977,118.93919298289534,119.37925102940473,119.37925102940473,3980342
2022-01-07,118.52563051007898,118.98133308532846,118.24848027278291,118.97819217928034,118.97819217928034,4624656
2022-01-10,120.71894577249212,121.0230989571182,119.90863474990152,120.84885555547281,120.84885555547281,1128447
2022-01-11,121.54490958347041,121.83888268979463,120.3596800727437,120.9634770646728,120.9634770646728,3558845
2022-01-12,119.88434140764991,120.52932397859439,119.22444194922095,120.08757748695669,120.08757748695669,2054271
2022-01-13,122.57222854831431,122.44634544088242,120.63961629235777,121.46211094164799,121.46211094164799,2612033
2022-01-14,122.0127822727723,122.81309438145924,122.24404336491015,122.41738641788544,122.41738641788544,3931531
2022-01-17,123.03550491920551,124.14022636526607,122.93922248157321,123.42503991048584,123.42503991048584,4324024
2022-01-18,122.47088966159278,121.70082875028818,121.30198617185806,121.41890970738345,121.41890970738345,3929449
2022-01-19,122.60445627683727,123.73139030624586,122.6854275035433,123.36758066510492,123.36758066510492,1680913
2022-01-20,123.0579950183277,122.99979191060194,121.85916625476497,122.80906592301105,122.80906592301105,4512373
2022-01-21,121.92653802810997,123.9340830643032,123.44993123772504,123.5870206958038,123.5870206958038,4468282
2022-01-24,127.93045983848202,126.65805800684147,125.3769373556183,126.11082048642083,126.11082048642083,2414474
2022-01-25,129.4727051708482,129.2579261155907,127.63391508374357,128.26615323461144,128.26615323461144,1353039
2022-01-26,130.03869830871952,127.95279282221055,126.70498607213067,127.28859110913876,127.28859110913876,4039472
2022-01-27,127.18243750358286,126.0433197265448,125.45395353744814,125.84407377213648,125.84407377213648,4856114
2022-01-28,126.14477014138393,127.31938181257597,126.91928872323061,127.27442037098442,127.27442037098442,2361425
2022-01-31,128.085126042739,127.54283266389294,127.37122699355953,127.41647618257842,127.41647618257842,3290146
2022-02-01,125.99758597905453,127.47814994254938,126.69768603302433,126.91559474127634,126.91559474127634,2426420
2022-02-02,129.1148507952685,128.30197361703216,127.52163640592856,127.53681328821538,127.53681328821538,3957498
2022-02-03,126.27279342277838,128.3143529180567,126.79251660517393,127.37393371075595,127.37393371075595,2050457
2022-02-04,126.9261029635649,128.09108101980152,127.96940461192679,128.0752578478047,128.0752578478047,3005647
2022-02-07,126.53242820192673,128.6649997971853,127.26922026159372,128.14223965562343,128.14223965562343,3406661
2022-02-08,128.37624776268856,129.33549494017475,128.3414845632544,128.86462758395157,128.86462758395157,2569720
2022-02-09,127.28061707003162,128.6261499167909,127.27040498575649,127.97009489481519,127.97009489481519,2127787
2022-02-10,128.13290780210858,129.9541357624132,128.98369981610736,129.39455690794784,129.39455690794784,1987626
2022-02-11,132.0819893829238,130.77921942926275,129.53160046967923,130.09218027868027,130.09218027868027,4301806
2022-02-14,131.26835834447047,131.39656023283302,129.7958184711172,130.73847764808383,130.73847764808383,4449070
2022-02-15,130.03304226092857,129.7378194459298,129.5380736814482,129.62080772107186,129.62080772107186,1940335
2022-02-16,132.90960455696404,132.1201580513348,131.06650236579242,131.3204401377161,131.3204401377161,2935657
2022-02-17,131.56298183039277,131.42995661406616,130.5267357114393,131.30672403834984,131.30672403834984,2982539
2022-02-18,131.28609269927452,132.73330352598882,131.936035693897,132.03477290077967,132.03477290077967,4571387
2022-02-21,130.01173869451543,132.12809380467368,131.63628733312896,131.71194843703307,131.71194843703307,1959820
2022-02-22,131.16778010937176,132.48668823629177,131.61129610296112,131.97283750171516,131.97283750171516,4372931
2022-02-23,133.775380454343,133.17326286821026,132.17779689536212,132.26996485383455,132.26996485383455,1719846
2022-02-24,128.19469780614497,130.33991764830463,128.86495547962494,129.45003392183114,129.45003392183114,2709813
2022-02-25,130.38560928448385,130.850338352141,129.80620679566937,130.03248204648597,130.03248204648597,2088129
2022-02-28,133.0317486512936,132.50797188866437,131.10212554500868,131.99782350820806,131.99782350820806,2555929
2022-03-01,132.82294860764327,133.27384357733385,131.75410368635477,132.5376037672,132.5376037672,4543866
2022-03-02,131.97887884710087,132.0927925738291,130.8801903122108,131.57989551831028,131.57989551831028,1909210
2022-03-03,132.8854609973376,133.09946316693893,131.61291305707965,132.22985708446416,132.22985708446416,2952026
